OrderID,OrderDate,CustomerID,Region,Channel,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD-10095,2024-02-23,CUST-1109,South,Store,Clothing,T-Shirt,4,284.89,0.05,1082.58,12.0
ORD-10096,2024-10-08,CUST-1004,West,Online,Clothing,Jacket,3,533.44,0.1,1440.29,410.93
ORD-10097,2024-09-20,CUST-1105,North,Partner,Office Supplies,Stapler,3,101.58,0.25,228.56,15.87
ORD-10098,2024-09-12,CUST-1080,West,Online,Toys,Doll,4,52.82,0.15,179.59,6.53
ORD-10099,2024-12-23,CUST-1062,North,Online,Furniture,Bookshelf,5,113.5,0.05,539.12,39.19
ORD-10100,2024-02-17,CUST-1028,North,Store,Toys,Board Game,2,255.49,0.0,510.98,64.45
ORD-10101,2024-05-19,CUST-1053,West,Store,Electronics,Laptop,4,746.8,0.05,2837.84,311.97
ORD-10102,2024-09-17,CUST-1095,South,Online,Furniture,Sofa,5,124.27,0.0,621.35,193.2
ORD-10103,2024-01-02,CUST-1036,East,Partner,Office Supplies,Paper Ream,3,748.06,0.15,1907.55,-36.84
ORD-10104,2024-10-09,CUST-1097,Central,Store,Toys,Doll,2,362.77,0.1,652.99,16.37
ORD-10105,2024-04-29,CUST-1109,West,Online,Clothing,Sneakers,2,784.81,0.0,1569.62,213.31
ORD-10106,2024-11-29,CUST-1019,West,Online,Office Supplies,Paper Ream,4,315.0,0.2,1008.0,310.21
ORD-10107,2024-08-13,CUST-1012,Central,Store,Furniture,Lamp,5,272.28,0.0,1361.4,390.85
ORD-10108,2024-05-15,CUST-1043,Central,Partner,Electronics,Laptop,4,698.04,0.0,2792.16,-314.36
ORD-10109,2024-06-11,CUST-1080,West,Partner,Clothing,T-Shirt,3,683.35,0.25,1537.54,239.47
ORD-10110,2024-04-26,CUST-1095,North,Store,Electronics,Tablet,1,195.47,0.2,156.38,60.69
ORD-10111,2024-01-24,CUST-1041,North,Store,Electronics,Smartphone,4,141.43,0.05,537.43,170.68
ORD-10112,2024-12-15,CUST-1101,South,Online,Office Supplies,Stapler,4,125.0,0.15,425.0,28.01
ORD-10113,2024-09-11,CUST-1116,Central,Online,Furniture,Office Chair,5,697.96,0.15,2966.33,668.53
ORD-10114,2024-08-26,CUST-1115,East,Partner,Furniture,Sofa,3,373.06,0.2,895.34,-162.62
ORD-10115,2024-06-02,CUST-1081,West,Partner,Toys,Board Game,1,358.97,0.05,341.02,123.42
ORD-10116,2024-02-24,CUST-1030,West,Partner,Office Supplies,Paper Ream,3,167.38,0.1,451.93,138.93
ORD-10117,2024-12-03,CUST-1050,East,Online,Office Supplies,Folder,3,794.23,0.05,2263.56,-331.27
ORD-10118,2024-05-26,CUST-1099,South,Partner,Toys,Puzzle,5,598.69,0.25,2245.09,904.25
ORD-10119,2024-12-03,CUST-1087,South,Partner,Office Supplies,Notebook,2,500.5,0.2,800.8,228.02
ORD-10120,2024-03-08,CUST-1011,East,Store,Electronics,Smartphone,3,633.0,0.0,1899.0,265.46
ORD-10121,2024-07-06,CUST-1067,Central,Store,Clothing,Jeans,2,114.41,0.15,194.5,65.95
ORD-10122,2024-06-22,CUST-1102,North,Store,Furniture,Bookshelf,4,774.23,0.05,2942.07,691.48
ORD-10123,2024-07-22,CUST-1108,Central,Store,Electronics,Laptop,2,689.51,0.2,1103.22,258.16
ORD-10124,2024-12-10,CUST-1095,East,Partner,Electronics,Smartwatch,1,218.92,0.0,218.92,16.94
ORD-10125,2024-10-14,CUST-1041,Central,Online,Clothing,Sneakers,1,543.12,0.1,488.81,-74.67
ORD-10126,2024-01-20,CUST-1038,West,Online,Electronics,Smartwatch,3,522.9,0.0,1568.7,-125.67
ORD-10127,2024-12-22,CUST-1069,West,Partner,Electronics,Laptop,5,117.17,0.1,527.26,20.8
ORD-10128,2024-05-23,CUST-1004,East,Online,Furniture,Sofa,1,668.62,0.15,568.33,36.14
ORD-10129,2024-07-07,CUST-1069,East,Online,Clothing,Jacket,2,685.81,0.0,1371.62,466.99
ORD-10130,2024-02-16,CUST-1084,South,Partner,Clothing,Sneakers,2,774.88,0.25,1162.32,406.19
ORD-10131,2024-10-16,CUST-1026,North,Partner,Toys,Puzzle,1,631.57,0.0,631.57,217.52
ORD-10132,2024-03-16,CUST-1100,Central,Online,Furniture,Lamp,2,652.31,0.0,1304.62,18.63
ORD-10133,2024-12-04,CUST-1110,North,Online,Office Supplies,Notebook,2,436.77,0.25,655.15,-54.82
ORD-10134,2024-01-27,CUST-1016,West,Partner,Electronics,Headphones,2,475.19,0.0,950.38,-59.76
ORD-10135,2024-02-25,CUST-1057,Central,Online,Electronics,Smartphone,4,364.14,0.05,1383.73,155.3
ORD-10136,2024-02-01,CUST-1061,West,Store,Toys,Puzzle,5,248.29,0.2,993.16,412.18
ORD-10137,2024-03-16,CUST-1008,South,Store,Electronics,Smartwatch,4,68.06,0.0,272.24,3.01
ORD-10138,2024-09-28,CUST-1037,West,Partner,Toys,RC Car,5,572.6,0.1,2576.7,994.36
ORD-10139,2024-11-29,CUST-1112,Central,Partner,Toys,Doll,1,636.55,0.0,636.55,175.94
ORD-10140,2024-08-20,CUST-1051,West,Partner,Furniture,Sofa,4,711.59,0.1,2561.72,55.41
ORD-10141,2024-03-19,CUST-1087,West,Online,Electronics,Headphones,4,256.89,0.05,976.18,38.17
ORD-10142,2024-03-07,CUST-1071,North,Partner,Electronics,Smartphone,1,351.18,0.2,280.94,77.05
ORD-10143,2024-12-06,CUST-1096,West,Partner,Toys,RC Car,3,539.31,0.1,1456.14,43.36
ORD-10144,2024-04-18,CUST-1019,West,Online,Electronics,Headphones,5,256.83,0.0,1284.15,178.44
ORD-10145,2024-04-25,CUST-1103,West,Partner,Electronics,Headphones,5,300.37,0.25,1126.39,-16.09
ORD-10146,2024-05-16,CUST-1003,South,Store,Toys,RC Car,5,30.74,0.2,122.96,40.69
ORD-10147,2024-12-02,CUST-1051,North,Online,Office Supplies,Stapler,3,14.82,0.25,33.34,-3.48
ORD-10148,2024-03-21,CUST-1047,East,Partner,Electronics,Smartphone,5,179.95,0.1,809.77,69.12
ORD-10149,2024-11-12,CUST-1006,North,Store,Office Supplies,Folder,5,77.12,0.0,385.6,-27.84
ORD-10150,2024-09-19,CUST-1014,East,Store,Clothing,Jacket,4,489.59,0.1,1762.52,-26.27
ORD-10151,2024-04-22,CUST-1050,Central,Online,Electronics,Headphones,5,394.44,0.2,1577.76,8.3
ORD-10152,2024-05-10,CUST-1037,East,Online,Electronics,Laptop,3,756.81,0.25,1702.82,-184.77
ORD-10153,2024-04-27,CUST-1064,Central,Partner,Electronics,Smartwatch,4,148.8,0.1,535.68,69.22
ORD-10154,2024-08-23,CUST-1117,North,Store,Office Supplies,Pen Pack,4,690.79,0.0,2763.16,188.2
ORD-10155,2024-02-28,CUST-1051,North,Store,Toys,Doll,5,329.49,0.2,1317.96,96.95
ORD-10156,2024-02-24,CUST-1031,West,Partner,Furniture,Lamp,4,667.3,0.05,2535.74,-282.76
ORD-10157,2024-04-23,CUST-1042,South,Online,Clothing,Hat,1,322.66,0.05,306.53,71.92
ORD-10158,2024-11-26,CUST-1104,South,Online,Toys,Puzzle,5,412.86,0.25,1548.23,50.96
ORD-10159,2024-12-01,CUST-1009,South,Partner,Electronics,Laptop,3,165.84,0.15,422.89,-36.6
ORD-10160,2024-10-16,CUST-1082,Central,Store,Clothing,Jacket,5,610.3,0.1,2746.35,581.51
ORD-10161,2024-05-20,CUST-1075,North,Store,Office Supplies,Notebook,4,63.95,0.1,230.22,42.38
ORD-10162,2024-05-26,CUST-1009,North,Partner,Toys,Puzzle,3,374.78,0.0,1124.34,-136.67
ORD-10163,2024-01-22,CUST-1057,Central,Partner,Toys,RC Car,4,375.54,0.15,1276.84,491.38
ORD-10164,2024-08-18,CUST-1013,East,Partner,Furniture,Bookshelf,5,385.75,0.0,1928.75,634.29
ORD-10165,2024-08-12,CUST-1067,Central,Partner,Electronics,Tablet,2,40.92,0.2,65.47,5.64
ORD-10166,2024-06-22,CUST-1086,Central,Online,Furniture,Bookshelf,3,735.17,0.1,1984.96,119.95
ORD-10167,2024-05-09,CUST-1092,Central,Online,Office Supplies,Pen Pack,3,84.66,0.2,203.18,10.99
ORD-10168,2024-12-01,CUST-1089,West,Online,Office Supplies,Pen Pack,5,534.25,0.05,2537.69,13.67
ORD-10169,2024-03-06,CUST-1085,Central,Online,Toys,Puzzle,3,451.55,0.2,1083.72,333.01
ORD-10170,2024-04-19,CUST-1043,West,Online,Clothing,Hat,3,24.4,0.05,69.54,-4.38
ORD-10171,2024-09-16,CUST-1098,Central,Partner,Furniture,Desk,2,70.96,0.25,106.44,34.64
ORD-10172,2024-07-11,CUST-1019,South,Online,Toys,Puzzle,3,702.35,0.15,1790.99,-177.99
ORD-10173,2024-05-01,CUST-1056,Central,Store,Toys,Board Game,4,44.52,0.05,169.18,33.51
ORD-10174,2024-04-09,CUST-1047,Central,Store,Clothing,Jeans,5,198.94,0.25,746.03,240.9
ORD-10175,2024-04-12,CUST-1102,Central,Online,Clothing,Sneakers,4,407.3,0.1,1466.28,542.74
ORD-10176,2024-12-30,CUST-1108,Central,Online,Office Supplies,Pen Pack,4,700.55,0.15,2381.87,888.71
ORD-10177,2024-08-11,CUST-1011,South,Store,Office Supplies,Pen Pack,2,225.51,0.15,383.37,-34.42
ORD-10178,2024-07-16,CUST-1010,East,Online,Office Supplies,Pen Pack,4,52.07,0.15,177.04,7.7
ORD-10179,2024-03-15,CUST-1017,North,Store,Electronics,Headphones,1,672.95,0.2,538.36,11.87
ORD-10180,2024-01-10,CUST-1032,South,Online,Clothing,Jeans,4,364.4,0.0,1457.6,441.55
ORD-10181,2024-06-03,CUST-1015,North,Online,Toys,RC Car,5,344.37,0.25,1291.39,-10.24
ORD-10182,2024-11-01,CUST-1068,North,Partner,Clothing,Hat,4,59.62,0.25,178.86,72.16
ORD-10183,2024-11-10,CUST-1045,South,Partner,Toys,RC Car,2,577.65,0.05,1097.53,74.65
ORD-10184,2024-09-26,CUST-1069,Central,Partner,Clothing,Jeans,1,423.55,0.05,402.37,-49.2
ORD-10185,2024-07-10,CUST-1032,North,Store,Toys,Puzzle,4,699.93,0.0,2799.72,469.89
ORD-10186,2024-10-24,CUST-1094,East,Online,Electronics,Headphones,2,589.02,0.2,942.43,-115.65
ORD-10187,2024-12-16,CUST-1059,West,Partner,Electronics,Headphones,5,277.45,0.2,1109.8,-86.64
ORD-10188,2024-04-13,CUST-1005,South,Online,Furniture,Desk,1,575.68,0.1,518.11,-75.71
ORD-10189,2024-05-09,CUST-1004,South,Store,Office Supplies,Stapler,5,324.6,0.25,1217.25,197.22
ORD-10190,2024-07-23,CUST-1095,West,Store,Office Supplies,Pen Pack,3,225.84,0.25,508.14,23.04
ORD-10191,2024-09-22,CUST-1034,North,Partner,Office Supplies,Notebook,4,556.73,0.05,2115.57,695.14
ORD-10192,2024-05-30,CUST-1041,North,Online,Clothing,T-Shirt,4,485.94,0.25,1457.82,-116.18
ORD-10193,2024-12-19,CUST-1056,East,Store,Office Supplies,Stapler,3,362.27,0.2,869.45,68.53
ORD-10194,2024-01-30,CUST-1009,West,Store,Electronics,Headphones,5,798.54,0.05,3793.06,677.7
ORD-10195,2024-08-12,CUST-1004,South,Online,Toys,Board Game,1,122.8,0.15,104.38,23.21
ORD-10196,2024-03-19,CUST-1086,West,Store,Furniture,Bookshelf,3,312.45,0.15,796.75,-125.42
ORD-10197,2024-06-09,CUST-1083,East,Online,Office Supplies,Paper Ream,1,463.4,0.15,393.89,15.51
ORD-10198,2024-03-01,CUST-1033,East,Partner,Electronics,Smartphone,2,404.24,0.1,727.63,248.02
ORD-10199,2024-03-10,CUST-1109,North,Store,Clothing,Jeans,5,235.61,0.1,1060.25,-58.8
ORD-10200,2024-12-07,CUST-1044,North,Partner,Furniture,Sofa,1,650.31,0.25,487.73,223.24
ORD-10201,2024-12-24,CUST-1081,South,Store,Toys,Action Figure,3,682.58,0.2,1638.19,419.34
ORD-10202,2024-09-09,CUST-1003,East,Partner,Toys,Board Game,1,788.25,0.25,591.19,-63.5
ORD-10203,2024-02-14,CUST-1008,East,Store,Toys,Action Figure,4,644.89,0.15,2192.63,-219.56
ORD-10204,2024-03-05,CUST-1040,North,Store,Clothing,Hat,4,617.64,0.25,1852.92,339.58
ORD-10205,2024-11-23,CUST-1075,South,Online,Clothing,Hat,3,111.38,0.25,250.6,80.24
ORD-10206,2024-03-25,CUST-1020,East,Partner,Clothing,Hat,1,666.8,0.15,566.78,-49.0
ORD-10207,2024-04-10,CUST-1081,Central,Store,Furniture,Bookshelf,5,716.99,0.25,2688.71,-396.39
ORD-10208,2024-10-30,CUST-1074,South,Online,Furniture,Bookshelf,5,431.45,0.15,1833.66,367.8
ORD-10209,2024-01-15,CUST-1010,North,Partner,Toys,RC Car,3,675.6,0.15,1722.78,-262.27
ORD-10210,2024-01-16,CUST-1063,Central,Store,Toys,Action Figure,2,615.9,0.1,1108.62,195.92
ORD-10211,2024-08-20,CUST-1009,North,Online,Office Supplies,Paper Ream,2,645.7,0.2,1033.12,68.5
ORD-10212,2024-06-09,CUST-1110,East,Partner,Clothing,Jacket,4,376.91,0.05,1432.26,231.17
ORD-10213,2024-06-12,CUST-1030,West,Online,Office Supplies,Paper Ream,2,610.93,0.15,1038.58,159.85
ORD-10214,2024-07-15,CUST-1110,Central,Store,Office Supplies,Paper Ream,2,121.29,0.0,242.58,-1.19
ORD-10215,2024-03-22,CUST-1063,Central,Store,Furniture,Desk,3,747.66,0.2,1794.38,14.26
ORD-10216,2024-05-03,CUST-1027,Central,Store,Clothing,Sneakers,4,28.31,0.1,101.92,11.63
ORD-10217,2024-08-28,CUST-1036,Central,Online,Electronics,Smartphone,3,400.97,0.25,902.18,213.07
ORD-10218,2024-07-25,CUST-1046,North,Store,Electronics,Smartwatch,2,707.14,0.2,1131.42,46.51
ORD-10219,2024-07-16,CUST-1064,West,Partner,Electronics,Tablet,5,163.78,0.15,696.06,-4.67
ORD-10220,2024-06-22,CUST-1071,East,Online,Office Supplies,Folder,5,103.86,0.0,519.3,24.38
ORD-10221,2024-03-11,CUST-1091,East,Store,Furniture,Lamp,5,327.1,0.0,1635.5,-208.28
ORD-10222,2024-11-09,CUST-1040,South,Store,Toys,Doll,2,488.95,0.15,831.21,-78.34
ORD-10223,2024-09-07,CUST-1090,Central,Store,Toys,Action Figure,5,275.74,0.25,1034.03,144.57
ORD-10224,2024-10-25,CUST-1039,North,Partner,Clothing,T-Shirt,3,271.68,0.0,815.04,277.07
ORD-10225,2024-09-02,CUST-1021,Central,Partner,Clothing,Sneakers,5,466.33,0.2,1865.32,-289.88
ORD-10226,2024-12-24,CUST-1014,South,Online,Toys,Doll,2,659.11,0.0,1318.22,-176.92
ORD-10227,2024-09-13,CUST-1099,Central,Store,Clothing,Sneakers,4,129.63,0.2,414.82,-24.92
ORD-10228,2024-09-01,CUST-1067,West,Store,Electronics,Laptop,5,173.8,0.05,825.55,303.33
ORD-10229,2024-12-14,CUST-1082,East,Partner,Furniture,Sofa,5,280.44,0.05,1332.09,263.52
ORD-10230,2024-06-01,CUST-1098,East,Partner,Clothing,Jeans,2,230.42,0.05,437.8,-17.31
ORD-10231,2024-05-20,CUST-1036,North,Partner,Furniture,Sofa,3,389.04,0.15,992.05,369.8
ORD-10232,2024-05-28,CUST-1005,East,Partner,Toys,Doll,4,656.52,0.25,1969.56,662.58
ORD-10233,2024-04-13,CUST-1105,Central,Store,Electronics,Headphones,4,528.22,0.2,1690.3,189.19
ORD-10234,2024-05-04,CUST-1006,Central,Online,Toys,Action Figure,2,96.29,0.2,154.06,27.62
ORD-10235,2024-12-14,CUST-1098,South,Online,Furniture,Office Chair,1,336.51,0.2,269.21,29.01
ORD-10236,2024-04-12,CUST-1096,East,Store,Toys,Board Game,4,525.79,0.1,1892.84,186.6
ORD-10237,2024-01-20,CUST-1116,South,Store,Office Supplies,Pen Pack,1,525.32,0.0,525.32,61.77
ORD-10238,2024-05-28,CUST-1112,North,Online,Furniture,Office Chair,4,632.49,0.0,2529.96,805.3
ORD-10239,2024-11-24,CUST-1069,Central,Store,Office Supplies,Folder,5,94.77,0.05,450.16,-3.66
ORD-10240,2024-03-24,CUST-1093,West,Partner,Furniture,Lamp,4,225.54,0.25,676.62,-84.51
ORD-10241,2024-12-11,CUST-1096,South,Online,Office Supplies,Notebook,1,591.93,0.25,443.95,-1.47
ORD-10242,2024-02-18,CUST-1023,South,Store,Toys,Doll,4,417.07,0.0,1668.28,84.11
ORD-10243,2024-05-16,CUST-1042,East,Partner,Office Supplies,Notebook,1,216.02,0.0,216.02,15.85
ORD-10244,2024-12-07,CUST-1015,West,Store,Toys,Puzzle,3,526.41,0.2,1263.38,-50.3
ORD-10245,2024-12-19,CUST-1015,East,Store,Furniture,Sofa,5,739.25,0.2,2957.0,868.32
ORD-10246,2024-11-06,CUST-1047,West,Partner,Toys,Board Game,2,766.31,0.1,1379.36,-112.51
ORD-10247,2024-05-06,CUST-1087,Central,Online,Toys,Doll,5,643.58,0.25,2413.43,-131.27
